height,width,example,answer,ans_mod10,tree_sig,ans_sublabels
1,1,0,0,0,d,_
7,29,(+(+(+(+(*00)(*1(+86)))5)3)1),23,3,(o(o(o(o(odd)(od(odd)))d)d)d),____________0_______444_9_2_3
7,41,(*0(*(+(*0(+00))0)(+(+4(*(+47)6))(*28)))),0,0,(od(o(o(od(odd))d)(o(od(o(odd)d))(odd)))),______________00_0___________1_60____6600
4,13,(*0(*1(+73))),0,0,(od(od(odd))),__________000
2,5,(*06),0,0,(odd),____0
3,9,(+(*82)8),24,4,(o(odd)d),______6_4
2,5,(*77),49,9,(odd),____9
2,5,(+05),5,5,(odd),____5
5,21,(+(*(+(*22)(+00))2)6),14,4,(o(o(o(odd)(odd))d)d),__________4____04_8_4
2,5,(+06),6,6,(odd),____6
1,1,0,0,0,d,_
3,9,(*(*00)0),0,0,(o(odd)d),______0_0
9,49,(+(*1(+(*5(+(+(+56)1)(+3(*7(*15)))))(+(+72)0)))6),265,5,(o(od(o(od(o(o(odd)d)(od(od(odd)))))(o(odd)d)))d),__________________1_2__________55800______9_999_5
5,17,(*0(*(+(*00)0)0)),0,0,(od(o(o(odd)d)d)),___________0_0_00
2,5,(*58),40,0,(odd),____0
2,5,(*55),25,5,(odd),____5
4,13,(+(*8(*24))2),66,6,(o(od(odd))d),_________84_6
4,17,(*(+0(+37))(*84)),320,0,(o(od(odd))(odd)),_________00____20
2,5,(*06),0,0,(odd),____0
6,25,(+3(*2(*(+1(+34))(+55)))),163,3,(od(od(o(od(odd))(odd)))),_______________78____0003
1,1,4,4,4,d,_
5,17,(+(*(+(*22)8)2)2),26,6,(o(o(o(odd)d)d)d),__________4_2_4_6
2,5,(*00),0,0,(odd),____0
2,5,(+77),14,4,(odd),____4
7,33,(+(+(*(+(*9(+22))(+63))(+69))0)8),683,3,(o(o(o(o(od(odd))(odd))(odd))d)d),_______________46____95____55_5_3
2,5,(+77),14,4,(odd),____4
2,5,(+11),2,2,(odd),____2
4,17,(*(+8(+37))(*84)),576,6,(o(od(odd))(odd)),_________08____26
1,1,8,8,8,d,_
5,17,(+(*(+(*24)8)2)2),34,4,(o(o(o(odd)d)d)d),__________8_6_2_4
6,21,(*0(*(+(*(+00)0)6)1)),0,0,(od(o(o(o(odd)d)d)d)),_____________0_0_6_60
7,37,(+(+(*(+(*9(+22))(+(+22)3))(+69))0)8),653,3,(o(o(o(o(od(odd))(o(odd)d))(odd))d)d),_______________46______4_73____55_5_3
2,5,(*06),0,0,(odd),____0
7,25,(+(+(*(+(*9(+00))1)0)2)2),4,4,(o(o(o(o(od(odd))d)d)d)d),_______________00_1_0_2_4
8,33,(+(*6(*(+87)(+8(+6(*(+43)0)))))2),1262,2,(o(od(o(odd)(od(od(o(odd)d)))))d),___________5____________7_06400_2
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
6,25,(*0(*(+(*(+00)(+00))6)1)),0,0,(od(o(o(o(odd)(odd))d)d)),_____________0____00_6_60
3,9,(+2(+66)),14,4,(od(odd)),_______24
9,53,(+(*(+15)0)(*(+(*30)(+5(*(+0(*84))(+0(+3(*81))))))0)),0,0,(o(o(odd)d)(o(o(odd)(od(o(od(odd))(od(od(odd))))))d)),________6_0________0____________22__________811277_00
2,5,(+66),12,2,(odd),____2
4,13,(*(*6(+96))9),810,0,(o(od(odd))d),_________50_0
1,1,0,0,0,d,_
6,29,(+(*2(*71))(*1(+(*0(+93))7))),21,1,(o(od(odd))(od(o(od(odd))d))),_________74____________20_771
3,9,(*(*74)4),112,2,(o(odd)d),______8_2
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
1,1,1,1,1,d,_
4,17,(+(*(*30)(*03))3),3,3,(o(o(odd)(odd))d),________0____00_3
3,9,(+(*11)6),7,7,(o(odd)d),______1_7
1,1,9,9,9,d,_
3,9,(*(*77)4),196,6,(o(odd)d),______9_6
5,21,(+(*(*30)(*2(+33)))2),2,2,(o(o(odd)(od(odd)))d),________0_______620_2
1,1,1,1,1,d,_
3,9,(*(*01)0),0,0,(o(odd)d),______0_0
1,1,2,2,2,d,_
5,17,(+2(*(*(+33)0)0)),2,2,(od(o(o(odd)d)d)),___________6_0_02
2,5,(+22),4,4,(odd),____4
4,17,(+(*11)(+6(+81))),16,6,(o(odd)(od(odd))),______1_______956
2,5,(+11),2,2,(odd),____2
5,21,(+2(*(*(+82)(+34))6)),422,2,(od(o(o(odd)(odd))d)),___________0____70_02
4,13,(+1(*(+00)1)),1,1,(od(o(odd)d)),_________0_01
5,21,(+0(*(+(+11)(+39))9)),126,6,(od(o(o(odd)(odd))d)),___________2____24_66
3,9,(+(*21)6),8,8,(o(odd)d),______2_8
4,13,(*(+3(+44))3),33,3,(o(od(odd))d),_________81_3
3,9,(*0(+50)),0,0,(od(odd)),_______50
3,9,(+1(+01)),2,2,(od(odd)),_______12
4,13,(*(+3(+00))0),0,0,(o(od(odd))d),_________03_0
3,9,(+(*69)0),54,4,(o(odd)d),______4_4
4,13,(*3(+5(+29))),48,8,(od(od(odd))),__________168
2,5,(+29),11,1,(odd),____1
1,1,0,0,0,d,_
4,13,(*0(+5(+22))),0,0,(od(od(odd))),__________490
1,1,0,0,0,d,_
10,61,(*(+(+47)(*(*(+0(+23))(+1(*27)))(+(+(+(+(*0(+90))3)2)5)1)))9),7524,4,(o(o(odd)(o(o(od(odd))(od(odd)))(o(o(o(o(od(odd))d)d)d)d)))d),________1___________55_______455_______________90_3_5_0_156_4
1,1,0,0,0,d,_
4,17,(*(+(*45)(+16))4),108,8,(o(o(odd)(odd))d),________0____77_8
4,13,(+(*0(*10))0),0,0,(o(od(odd))d),_________00_0
3,9,(*1(+00)),0,0,(od(odd)),_______00
2,5,(+33),6,6,(odd),____6
5,17,(+(+(+(*83)8)7)1),40,0,(o(o(o(odd)d)d)d),__________4_2_9_0
4,13,(*(+3(+44))3),33,3,(o(od(odd))d),_________81_3
4,13,(*3(+5(+22))),27,7,(od(od(odd))),__________497
2,5,(+00),0,0,(odd),____0
2,5,(+37),10,0,(odd),____0
3,9,(*(+77)4),56,6,(o(odd)d),______4_6
2,5,(*37),21,1,(odd),____1
5,17,(+0(+(+(+11)0)3)),5,5,(od(o(o(odd)d)d)),___________2_2_55
5,17,(+2(*(*(+30)3)4)),38,8,(od(o(o(odd)d)d)),___________3_9_68
3,13,(*(+11)(+11)),4,4,(o(odd)(odd)),______2____24
3,9,(*0(+55)),0,0,(od(odd)),_______00
8,49,(+(+3(+7(+5(*(+97)5))))(+(+9(*9(+2(*(+58)9))))0)),1175,5,(o(od(od(od(o(odd)d))))(o(od(od(od(o(odd)d))))d)),_________________6_0525_________________3_7910_05
4,13,(+1(*(+00)0)),1,1,(od(o(odd)d)),_________0_01
3,9,(+(+06)3),9,9,(o(odd)d),______6_9
2,5,(*55),25,5,(odd),____5
5,21,(+2(*(*(+32)(+34))6)),212,2,(od(o(o(odd)(odd))d)),___________5____75_02
4,17,(*(*(+96)(+96))9),2025,5,(o(o(odd)(odd))d),________5____55_5
1,1,5,5,5,d,_
4,17,(+(+11)(+6(+81))),17,7,(o(odd)(od(odd))),______2_______957
9,53,(+(*(+15)5)(*(+(*30)(+5(*(+0(*84))(+0(+3(*81))))))0)),30,0,(o(o(odd)d)(o(o(odd)(od(o(od(odd))(od(od(odd))))))d)),________6_0________0____________22__________811277_00
5,21,(*8(*(*26)(*(+88)5))),7680,0,(od(o(odd)(o(odd)d))),_________2______6_000
1,1,1,1,1,d,_
2,5,(+20),2,2,(odd),____2
2,5,(*57),35,5,(odd),____5
1,1,7,7,7,d,_
1,1,8,8,8,d,_
3,9,(+2(+49)),15,5,(od(odd)),_______35
3,9,(+2(+44)),10,0,(od(odd)),_______80
10,61,(*(+(+44)(*(*(+0(+23))(+1(*27)))(+(+(+(+(*0(+90))3)2)5)1)))9),7497,7,(o(o(odd)(o(o(od(odd))(od(odd)))(o(o(o(o(od(odd))d)d)d)d)))d),________8___________55_______455_______________90_3_5_0_153_7
7,37,(+(*(*(+81)7)(*(+(+86)(+(*79)0))4))8),19412,2,(o(o(o(odd)d)(o(o(odd)(o(odd)d))d))d),__________9_3________4______3_37_84_2
3,9,(+2(+64)),12,2,(od(odd)),_______02
1,1,3,3,3,d,_
2,5,(+22),4,4,(odd),____4
2,5,(*15),5,5,(odd),____5
1,1,4,4,4,d,_
3,9,(*1(+05)),5,5,(od(odd)),_______55
3,9,(*(*11)0),0,0,(o(odd)d),______1_0
5,17,(+2(*(*(+30)0)0)),2,2,(od(o(o(odd)d)d)),___________3_0_02
5,17,(+(*(+1(+10))0)4),4,4,(o(o(od(odd))d)d),___________12_0_4
1,1,6,6,6,d,_
2,5,(*44),16,6,(odd),____6
3,9,(+(*01)0),0,0,(o(odd)d),______0_0
7,25,(+0(*(+(+1(*(*39)9))9)0)),0,0,(od(o(o(od(o(odd)d))d)d)),________________7_34_3_00
3,9,(*0(*00)),0,0,(od(odd)),_______00
1,1,0,0,0,d,_
2,5,(*00),0,0,(odd),____0
4,17,(*(*(+99)6)(+96)),1620,0,(o(o(odd)d)(odd)),________8_8____50
2,5,(*77),49,9,(odd),____9
4,17,(*(+11)(+6(+81))),30,0,(o(odd)(od(odd))),______2_______950
5,17,(+0(*(+(+11)0)3)),6,6,(od(o(o(odd)d)d)),___________2_2_66
2,5,(+76),13,3,(odd),____3
2,5,(*95),45,5,(odd),____5
2,5,(+18),9,9,(odd),____9
5,17,(*7(+(+1(+22))2)),49,9,(od(o(od(odd))d)),____________45_79
3,9,(*0(+20)),0,0,(od(odd)),_______20
3,9,(*(+88)6),96,6,(o(odd)d),______6_6
6,37,(*2(*(+(+(+55)0)(+04))(*(+39)(*93)))),9072,2,(od(o(o(o(odd)d)(odd))(o(odd)(odd)))),_____________0_0____44______2____7462
3,9,(*(+78)6),90,0,(o(odd)d),______5_0
3,9,(*(+03)7),21,1,(o(odd)d),______3_1
2,5,(*21),2,2,(odd),____2
2,5,(*52),10,0,(odd),____0
3,9,(*(*40)4),0,0,(o(odd)d),______0_0
6,25,(*(+(+(*(+10)(*34))5)7)0),0,0,(o(o(o(o(odd)(odd))d)d)d),____________1____22_7_4_0
2,5,(*29),18,8,(odd),____8
6,21,(*2(*(+(+(+51)0)1)0)),0,0,(od(o(o(o(odd)d)d)d)),_____________6_6_7_00
2,5,(+55),10,0,(odd),____0
4,13,(*0(+(+00)2)),0,0,(od(o(odd)d)),_________0_20
2,5,(+99),18,8,(odd),____8
3,9,(*(*40)0),0,0,(o(odd)d),______0_0
5,17,(*7(+(+1(+12))2)),42,2,(od(o(od(odd))d)),____________34_62
6,37,(*2(*(+(+(+55)0)(+64))(*(+39)(*93)))),12960,0,(od(o(o(o(odd)d)(odd))(o(odd)(odd)))),_____________0_0____00______2____7400
2,5,(*92),18,8,(odd),____8
2,5,(+22),4,4,(odd),____4
1,1,9,9,9,d,_
6,21,(*9(*1(+9(*(+25)1)))),144,4,(od(od(od(o(odd)d)))),_______________7_7664
2,5,(+55),10,0,(odd),____0
6,25,(*(+(*(*(+10)(*34))5)7)0),0,0,(o(o(o(o(odd)(odd))d)d)d),____________1____22_0_7_0
2,5,(*11),1,1,(odd),____1
3,9,(+(+78)6),21,1,(o(odd)d),______5_1
7,65,(+(+(+31)(+(+(+(*40)0)8)8))(+(+(+(+(*41)6)2)2)(+(+4(*29))(*71)))),63,3,(o(o(odd)(o(o(o(odd)d)d)d))(o(o(o(o(odd)d)d)d)(o(od(odd))(odd)))),________4__________0_0_8_60____________4_0_2_4_________82____7933
1,1,8,8,8,d,_
2,5,(+95),14,4,(odd),____4
6,21,(*2(*(+(+(+55)0)1)0)),0,0,(od(o(o(o(odd)d)d)d)),_____________0_0_1_00
6,29,(*2(*(+(+(+51)0)5)(*0(*00)))),0,0,(od(o(o(o(odd)d)d)(od(odd)))),_____________6_6_1_______0000
2,5,(*00),0,0,(odd),____0
3,13,(+(+89)(+89)),34,4,(o(odd)(odd)),______7____74
3,9,(*(*44)3),48,8,(o(odd)d),______6_8
1,1,2,2,2,d,_
1,1,1,1,1,d,_
2,5,(*98),72,2,(odd),____2
2,5,(*01),0,0,(odd),____0
1,1,3,3,3,d,_
4,13,(*(+(+00)0)0),0,0,(o(o(odd)d)d),________0_0_0
2,5,(+56),11,1,(odd),____1
4,21,(*(+53)(+(*25)(+47))),168,8,(o(odd)(o(odd)(odd))),______8______0____118
3,9,(*(*44)4),64,4,(o(odd)d),______6_4
3,13,(*(+81)(*58)),360,0,(o(odd)(odd)),______9____00
1,1,9,9,9,d,_
1,1,2,2,2,d,_
2,5,(+62),8,8,(odd),____8
4,13,(*7(+(+10)0)),7,7,(od(o(odd)d)),_________1_17
4,17,(*(+(*11)8)(+09)),81,1,(o(o(odd)d)(odd)),________1_9____91
3,13,(+(+49)(+89)),30,0,(o(odd)(odd)),______3____70
3,9,(*(*40)9),0,0,(o(odd)d),______0_0
4,13,(*7(+(+00)0)),0,0,(od(o(odd)d)),_________0_00
2,5,(*92),18,8,(odd),____8
8,41,(*9(+(*8(*59))(+(*(*(+(+62)1)5)1)(+55)))),3735,5,(od(o(od(odd))(o(o(o(o(odd)d)d)d)(odd)))),____________50____________8_9_5_5____0555
7,65,(+(+(+31)(+(+(+(*40)0)8)8))(+(+(+(+(*41)6)2)2)(+(+4(*29))(*71)))),63,3,(o(o(odd)(o(o(o(odd)d)d)d))(o(o(o(o(odd)d)d)d)(o(od(odd))(odd)))),________4__________0_0_8_60____________4_0_2_4_________82____7933
2,5,(*31),3,3,(odd),____3
1,1,4,4,4,d,_
5,17,(*9(*(*4(+53))4)),1152,2,(od(o(od(odd))d)),____________82_82
1,1,2,2,2,d,_
3,13,(*(+00)(+86)),0,0,(o(odd)(odd)),______0____40
1,1,6,6,6,d,_
1,1,0,0,0,d,_
4,13,(*0(*(+00)2)),0,0,(od(o(odd)d)),_________0_00
2,5,(+88),16,6,(odd),____6
3,13,(+(+49)(+89)),30,0,(o(odd)(odd)),______3____70
3,9,(*(+00)1),0,0,(o(odd)d),______0_0
2,5,(+00),0,0,(odd),____0
2,5,(*22),4,4,(odd),____4
3,13,(*(+00)(+06)),0,0,(o(odd)(odd)),______0____60
4,17,(*(+(*14)8)(+09)),108,8,(o(o(odd)d)(odd)),________4_2____98
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
2,5,(+66),12,2,(odd),____2
2,5,(*75),35,5,(odd),____5
1,1,0,0,0,d,_
1,1,6,6,6,d,_
1,1,2,2,2,d,_
3,9,(*(+44)3),24,4,(o(odd)d),______8_4
2,5,(+00),0,0,(odd),____0
1,1,5,5,5,d,_
2,5,(+55),10,0,(odd),____0
2,5,(+04),4,4,(odd),____4
3,9,(*(*00)0),0,0,(o(odd)d),______0_0
2,5,(*99),81,1,(odd),____1
2,5,(*91),9,9,(odd),____9
4,13,(*0(+(+12)8)),0,0,(od(o(odd)d)),_________3_10
3,9,(*(+03)5),15,5,(o(odd)d),______3_5
1,1,7,7,7,d,_
9,41,(*(+6(+(+4(*86))(*4(*(+(+3(+40))5)0))))4),232,2,(o(od(o(od(odd))(od(o(o(od(odd))d)d))))d),______________82______________47_2_0028_2
3,9,(+8(*29)),26,6,(od(odd)),_______86
10,45,(*(*(+3(+9(*2(*(+5(+12))(+(*(+72)4)0)))))5)8),23520,0,(o(o(od(od(od(o(od(odd))(o(o(odd)d)d)))))d)d),______________________38________9_6_68658_0_0
1,1,5,5,5,d,_
3,9,(+5(*22)),9,9,(od(odd)),_______49
4,13,(*(*5(*64))1),120,0,(o(od(odd))d),_________40_0
1,1,9,9,9,d,_
4,17,(+(+(+41)(+00))0),5,5,(o(o(odd)(odd))d),________5____05_5
3,9,(+(+00)1),1,1,(o(odd)d),______0_1
5,21,(+1(*(+05)(+4(*33)))),66,6,(od(o(odd)(od(odd)))),_________5_______9356
9,41,(*4(*(*39)(*(*5(+(*0(*(+17)8))(*27)))6))),45360,0,(od(o(odd)(o(od(o(od(o(odd)d))(odd)))d))),_________7________________8_40____440_000
2,5,(+11),2,2,(odd),____2
3,9,(+0(+03)),3,3,(od(odd)),_______33
3,9,(+5(*02)),5,5,(od(odd)),_______05
1,1,3,3,3,d,_
2,5,(*00),0,0,(odd),____0
3,9,(+7(*74)),35,5,(od(odd)),_______85
1,1,7,7,7,d,_
2,5,(+98),17,7,(odd),____7
2,5,(*85),40,0,(odd),____0
8,41,(+7(+(*1(*(*(*6(+44))5)0))(*2(*(+97)2)))),71,1,(od(o(od(o(o(od(odd))d)d))(od(o(odd)d)))),___________________88_0_00_________6_2441
2,5,(*21),2,2,(odd),____2
6,29,(+(*5(+(*55)(*8(*31))))(*25)),255,5,(o(od(o(odd)(od(odd))))(odd)),___________5_______3495____05
6,29,(+(*5(+(*55)(*8(*31))))(*25)),255,5,(o(od(o(odd)(od(odd))))(odd)),___________5_______3495____05
2,5,(*44),16,6,(odd),____6
8,53,(+(+(+(+(+(*50)(+(+80)4))4)(*6(*(*4(*33))0)))0)(+90)),25,5,(o(o(o(o(o(odd)(o(odd)d))d)(od(o(od(odd))d)))d)(odd)),______________0______8_22_6____________96_006_6____95
1,1,7,7,7,d,_
1,1,2,2,2,d,_
6,33,(*(+(*6(*(+50)(+73)))(+08))(*49)),11088,8,(o(o(od(o(odd)(odd)))(odd))(odd)),_____________5____000____88____68
1,1,0,0,0,d,_
3,9,(+1(*45)),21,1,(od(odd)),_______01
1,1,2,2,2,d,_
2,5,(*03),0,0,(odd),____0
2,5,(*00),0,0,(odd),____0
4,13,(+(*(+00)5)5),5,5,(o(o(odd)d)d),________0_0_5
2,5,(*54),20,0,(odd),____0
2,5,(+03),3,3,(odd),____3
2,5,(*01),0,0,(odd),____0
7,33,(+(*(+00)0)(*(+2(*2(*(*26)9)))8)),1744,4,(o(o(odd)d)(o(od(od(o(odd)d)))d)),________0_0______________2_868_44
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
9,41,(*4(*(*39)(*(*5(+(*0(*0(*78)))(*27)))6))),45360,0,(od(o(odd)(o(od(o(od(od(odd)))(odd)))d))),_________7_________________600____440_000
8,45,(*(*3(*(*(+(*(*51)6)(*96))0)(+30)))(+(+75)9)),0,0,(o(od(o(o(o(o(odd)d)(odd))d)(odd)))(o(odd)d)),_________________5_0____44_0____300______2_10
5,21,(+(*(*8(+96))(*09))0),0,0,(o(o(od(odd))(odd))d),___________50____00_0
6,21,(+(+(+4(+(*00)8))3)7),22,2,(o(o(od(o(odd)d))d)d),_____________0_82_5_2
2,5,(+23),5,5,(odd),____5
2,5,(+33),6,6,(odd),____6
1,1,8,8,8,d,_
2,5,(+90),9,9,(odd),____9
3,9,(+5(*56)),35,5,(od(odd)),_______05
7,41,(+(+(+4(+(*58)3))7)(*(+4(*8(+(*99)0)))7)),4618,8,(o(o(od(o(odd)d))d)(o(od(od(o(odd)d)))d)),_____________0_37_4______________1_182_48
4,17,(+(+(+41)(+10))1),7,7,(o(o(odd)(odd))d),________5____16_7
1,1,0,0,0,d,_
2,5,(+09),9,9,(odd),____9
1,1,1,1,1,d,_
6,37,(+3(+(+(+93)5)(+(*(+72)2)(*6(+46))))),98,8,(od(o(o(odd)d)(o(o(odd)d)(od(odd))))),___________2_7________9_8_______00858
1,1,6,6,6,d,_
2,5,(+19),10,0,(odd),____0
2,5,(*44),16,6,(odd),____6
2,5,(+22),4,4,(odd),____4
7,29,(+(*(*(*(+(+94)(*68))2)5)0)2),2,2,(o(o(o(o(o(odd)(odd))d)d)d)d),______________3____81_2_0_0_2
5,29,(*(+2(+79))(*(+7(*28))(*86))),19872,2,(o(od(odd))(o(od(odd))(odd))),_________68_________63____842
2,5,(+55),10,0,(odd),____0
3,9,(+5(*06)),5,5,(od(odd)),_______05
1,1,8,8,8,d,_
3,9,(+0(+33)),6,6,(od(odd)),_______66
9,41,(*4(*(*39)(*(*5(+(*0(*(+00)7))8))(*27)))),60480,0,(od(o(odd)(o(od(o(od(o(odd)d))d))(odd)))),_________7________________0_00_80____4000
9,41,(*4(*(*39)(*(*5(+(*0(*0(*68)))(*27)))6))),45360,0,(od(o(odd)(o(od(o(od(od(odd)))(odd)))d))),_________7_________________800____440_000
6,29,(+(*5(+(*55)(*8(*31))))(*25)),255,5,(o(od(o(odd)(od(odd))))(odd)),___________5_______3495____05
4,17,(+(+(+41)(+10))0),6,6,(o(o(odd)(odd))d),________5____16_6
2,5,(*67),42,2,(odd),____2
1,1,1,1,1,d,_
3,9,(+5(*55)),30,0,(od(odd)),_______50
9,37,(*4(*(*39)(*(*5(+(*0(*(+00)7))0))2))),0,0,(od(o(odd)(o(od(o(od(o(odd)d))d))d))),_________7________________0_00_00_000
5,17,(*5(*(*7(+36))7)),2205,5,(od(o(od(odd))d)),____________93_15
1,1,5,5,5,d,_
3,9,(+0(+36)),9,9,(od(odd)),_______99
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
6,25,(*6(+(+42)(+6(+(*00)6)))),108,8,(od(o(odd)(od(o(odd)d)))),_________6_________0_6288
9,41,(*4(*(*39)(*(*5(+(*0(*(+00)7))8))(+27)))),38880,0,(od(o(odd)(o(od(o(od(o(odd)d))d))(odd)))),_________7________________0_00_80____9000
2,5,(+21),3,3,(odd),____3
2,5,(+99),18,8,(odd),____8
5,17,(+(+(+(*55)2)5)7),39,9,(o(o(o(odd)d)d)d),__________5_7_2_9
6,25,(*6(+(+42)(+4(+(*00)6)))),96,6,(od(o(odd)(od(o(odd)d)))),_________6_________0_6066
1,1,4,4,4,d,_
5,29,(+(*(+(*15)5)(*8(*31)))(*25)),250,0,(o(o(o(odd)d)(od(odd)))(odd)),__________5_0_______340____00
6,69,(+(+(+(+93)5)(+(*(+72)2)(*6(+46))))(+(+(+93)5)(+(*(+72)2)(*6(+46))))),190,0,(o(o(o(odd)d)(o(o(odd)d)(od(odd))))(o(o(odd)d)(o(o(odd)d)(od(odd))))),__________2_7________9_8_______0085________2_7________9_8_______00850
8,37,(*0(*(+(*4(*(+(*54)(+08))(*53)))9)5)),0,0,(od(o(o(od(o(o(odd)(odd))(odd)))d)d)),__________________0____88____500_9_50
6,29,(*(*(+30)1)(+1(*0(*0(+11))))),3,3,(o(o(odd)d)(od(od(od(odd))))),________3_3_____________20013
2,5,(+00),0,0,(odd),____0
8,57,(+(+(*(*00)5)(+4(*33)))(+(+37)(+3(+(+(+(+29)(*72))0)8)))),59,9,(o(o(o(odd)d)(od(odd)))(o(odd)(od(o(o(o(odd)(odd))d)d)))),__________0_0_______933______0_____________1____45_5_3669
1,1,3,3,3,d,_
1,1,0,0,0,d,_
2,5,(+10),1,1,(odd),____1
2,5,(+17),8,8,(odd),____8
5,25,(+3(*(+(+10)6)(*(+07)0))),3,3,(od(o(o(odd)d)(o(odd)d))),___________1_7______7_003
9,57,(*(+(*0(+(*(+19)(+(*76)(*(*95)1)))1))(+6(+7(+(+99)0))))6),186,6,(o(o(od(o(o(odd)(o(odd)(o(odd)d)))d))(od(od(o(odd)d))))d),_______________0______2______5_570_10____________8_8511_6
3,9,(+(*22)4),8,8,(o(odd)d),______4_8
6,29,(*(+1(+(+(+00)7)(+14)))(*86)),624,4,(o(od(o(o(odd)d)(odd)))(odd)),_____________0_7____523____84
7,37,(*(+(*0(+(*(+11)(+00))1))(*(+95)1))1),14,4,(o(o(od(o(o(odd)(odd))d))(o(odd)d))d),_______________2____00_10______4_44_4
1,1,3,3,3,d,_
4,13,(*(+(+28)3)9),117,7,(o(o(odd)d)d),________0_3_7
2,5,(+33),6,6,(odd),____6
2,5,(+34),7,7,(odd),____7
1,1,4,4,4,d,_
3,9,(*(*82)6),96,6,(o(odd)d),______6_6
4,13,(*5(+5(*19))),70,0,(od(od(odd))),__________940
10,57,(+0(*(+(*47)(*(*4(*(*(+(+14)(*12))1)(*33)))(+34)))(*47))),50176,6,(od(o(o(odd)(o(od(o(o(o(odd)(odd))d)(odd)))(odd)))(odd))),___________8_______________5____27_7____932____742____866
1,1,2,2,2,d,_
2,5,(*00),0,0,(odd),____0
3,9,(+1(*00)),1,1,(od(odd)),_______01
2,5,(+64),10,0,(odd),____0
2,5,(*92),18,8,(odd),____8
4,13,(*(*(*00)5)1),0,0,(o(o(odd)d)d),________0_0_0
7,37,(*(+(+85)(+1(*9(+8(*80)))))(+4(+10))),430,0,(o(o(odd)(od(od(od(odd)))))(od(odd))),________3_____________08236_______150
3,9,(+(+40)3),7,7,(o(odd)d),______4_7
2,5,(*52),10,0,(odd),____0
4,13,(+1(*(+90)5)),46,6,(od(o(odd)d)),_________9_56
3,13,(+(+13)(+13)),8,8,(o(odd)(odd)),______4____48
2,5,(+22),4,4,(odd),____4
4,13,(*(+(+22)3)9),63,3,(o(o(odd)d)d),________4_7_3
2,5,(+33),6,6,(odd),____6
6,29,(*(+1(+(+(+81)7)(+14)))(*86)),1056,6,(o(od(o(o(odd)d)(odd)))(odd)),_____________9_6____512____86
1,1,1,1,1,d,_
5,37,(*(*(*50)(+0(*12)))(*(*7(+40))(*11))),0,0,(o(o(odd)(od(odd)))(o(od(odd))(odd))),________0_______220_________48____180
1,1,0,0,0,d,_
6,29,(*(+1(+(+(+01)7)(+14)))(*86)),672,2,(o(od(o(o(odd)d)(odd)))(odd)),_____________1_8____534____82
5,33,(*(*(*50)(+07))(*(*7(+44))(*11))),0,0,(o(o(odd)(odd))(o(od(odd))(odd))),________0____70_________86____160
7,37,(*(+(*0(+(*(+19)(+00))1))(*(+95)1))1),14,4,(o(o(od(o(o(odd)(odd))d))(o(odd)d))d),_______________0____00_10______4_44_4
4,13,(+1(+2(*67))),45,5,(od(od(odd))),__________245
5,33,(*(*(*50)(+00))(*(*7(+40))(*11))),0,0,(o(o(odd)(odd))(o(od(odd))(odd))),________0____00_________48____180
3,9,(+(*22)2),6,6,(o(odd)d),______4_6
7,25,(+3(*(+6(+6(*(+07)0)))4)),51,1,(od(o(od(od(o(odd)d)))d)),_________________7_062_81
1,1,6,6,6,d,_
9,41,(*(+(*(+42)0)(*1(+(+(*1(*4(*32)))1)8)))0),0,0,(o(o(o(odd)d)(od(o(o(od(od(odd)))d)d)))d),__________6_0_________________644_5_333_0
2,5,(+18),9,9,(odd),____9
6,29,(*(*(+0(*4(*94)))(+(+74)3))5),10080,0,(o(o(od(od(odd)))(o(odd)d))d),______________644______1_46_0
4,13,(+(*(*27)6)3),87,7,(o(o(odd)d)d),________4_4_7
4,13,(*(*(*05)1)9),0,0,(o(o(odd)d)d),________0_0_0
2,5,(+04),4,4,(odd),____4
2,5,(+02),2,2,(odd),____2
2,5,(+00),0,0,(odd),____0
6,25,(+(*1(+6(*(*60)(+33))))1),7,7,(o(od(od(o(odd)(odd))))d),______________0____6066_7
3,9,(+(*12)4),6,6,(o(odd)d),______2_6
1,1,5,5,5,d,_
9,49,(+0(*(+(*41)(*4(*(*(+(*14)(*12))1)(*33))))(+34))),1540,0,(od(o(o(odd)(od(o(o(o(odd)(odd))d)(odd))))(odd))),___________4_____________4____26_6____9460____700
1,1,1,1,1,d,_
4,13,(*(*(*50)0)5),0,0,(o(o(odd)d)d),________0_0_0
5,45,(+(*(+(+10)0)(*(+07)0))(*(+(+10)6)(*(+07)0))),0,0,(o(o(o(odd)d)(o(odd)d))(o(o(odd)d)(o(odd)d))),__________1_1______7_00________1_7______7_000
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
1,1,9,9,9,d,_
1,1,0,0,0,d,_
2,5,(*08),0,0,(odd),____0
1,1,0,0,0,d,_
4,13,(*4(+4(+65))),60,0,(od(od(odd))),__________150
2,5,(*57),35,5,(odd),____5
5,21,(+(*1(+1(*00)))(+33)),7,7,(o(od(od(odd)))(odd)),____________011____67
5,21,(+(*(+(+54)(*59))6)4),328,8,(o(o(o(odd)(odd))d)d),__________9____54_4_8
